title,company,location,summary,salary,salary_class
Project Manager,AMCS Group,Sydney NSW,Must be proficient in SQL MS Technology stack including business intelligence We currently have a requirement for a Project Manager based at our Sydney ,121207.5,1
GAZ - ACT - APS5 - Operations Analyst,Department of Home Affairs,Canberra ACT,A response will be sent during business hours Broad knowledge of the functions of intelligence related systems About the Department of Home Affairs ,121207.5,1
"Executive Manager, Stream Lead, Strategy & Frameworks",Insurance Australia Group,Sydney NSW,Experience working collaboratively with other business units to achieve division and business unit goals and manage change ASX Top 20 Listed Company ,121207.5,1
"SSGA Investment Operations, Officer",State Street,Sydney NSW,Participate as required to any new business implementation projects The primary role of the Investment Operations Officer is the coordination and efficient ,121207.5,1
Data Warehouse/Business Intelligence Architect,Dimodelo Solutions,Brisbane QLD,We are looking for an experienced Solution Architect in the BI DW space The role will give you the opportunity to work with multiple clients on interesting ,121207.5,1
Database Engineer,Moody's Corporation,Sydney NSW,Applying analytical skills to interpret business functions understand functional requirements and research and resolve system problems ,121207.5,1
EY Indigenous Intern Program,EY,Australia,Here at EY you ll focus your intelligence and imagination on the most crucial complex issues facing business government and society today ,121207.5,1
Data Quality Assurance Engineer,BizCover,Sydney NSW,We dominate the SME business insurance market by having an online platform that makes comparing and buying business insurance a super easy process ,121207.5,1
Head of People & Culture,Victorian Managed Insurance Authority,Melbourne City Centre VIC,Our People Culture team plays a vital role in enabling and empowering the business to deliver our client focused strategy How you ll make an impact ,121207.5,1
Health Outcomes Manager,Merck KGaA,Sydney NSW,Assist in product therapy competitive intelligence reimbursement summaries for CFTs eg PSDs media articles PBAC MSAC outcomes ,121207.5,1
Field Marketing Leader ANZ,Ciena,Sydney NSW,Ciena makes your social entertainment business existence REAL With Ciena s highly innovative forward thinking business practices we reward people for ,121207.5,1
"Clinical Specialist, Spine (NSW)",Medtronic,Sydney NSW,Gather market intelligence on customer and competitor activity and communicate to Territory Managers and management A Day in the Life In this role you will ,121207.5,1
Microsoft Business Intelligence Senior to Managing Consultant,Altis,Melbourne VIC,Are you passionate about using data and information to deliver tangible business outcomes At Altis you ll engage with diverse clients and industries and be ,121207.5,1
Power BI Specialist Business Analyst,Talenza,Sydney NSW,You will be operating within a highly collaborative and nurturing environment with some exceptional business leaders If this sounds like you please apply ,121207.5,1
SAP Business Analyst (BI/BW),Genesis IT&T Pty Ltd,Sydney NSW,We are looking for a SAP Business Analyst who has a strong understanding of SAP BW Business Intelligence and it s integration points with third party BI ,121207.5,1
Fraud Analyst,Harvey Norman Online,Homebush NSW,Gathering intelligence from stakeholders and integrating this information into our fraud prevention strategy To be successful you must ,121207.5,1
"Core Operations, Senior Associate",State Street,Sydney NSW,Degree qualifications preferably in business finance State Street is one of the largest custodian banks asset managers and asset intelligence companies in ,121207.5,1
Project Manager (Data & Business Intelligence),HAYS,Sydney Central Business District NSW,Supporting a Greenfield transformation through integration of Data and Business Intelligence Initiative Market leading Real Estate and Property Organisation ,170000.0,1
Data Engineer,AbbVie,Sydney NSW,Use strong analytical skills to solve business problems and think independently Prioritize decisions and activities to ensure efficient use of resources and ,121207.5,1
Senior Project Officer,Department of Trade Business and Innovation,Darwin NT,Undertake research and market intelligence activities to support critical evidence based analysis strategic policy advice ,121207.5,1
Accounting Data Analyst,Epoch Capital,Sydney NSW,Play a key role in the design and roll out of enhanced business intelligence and forecasting capabilities Assist the wider Finance team with ad hoc tasks and ,121207.5,1
Senior Business Intelligence Consultant,Fortude,South Yarra VIC,Demonstrable passion for technical excellence in business intelligence or related technologies is a must The role will be based in Australia ,121207.5,1
Senior Alteryx Consultant,Aware Services,Sydney NSW,Business Intelligence and Analytics solutions design implementation methodologies and business application In this role you will consult with stakeholders to ,150000.0,1
Head of People & Culture,Victorian Managed Insurance Authority,Melbourne City Centre VIC,Our People Culture team plays a vital role in enabling and empowering the business to deliver our client focused strategy How you ll make an impact ,121207.5,1
Health Outcomes Manager,Merck KGaA,Sydney NSW,Assist in product therapy competitive intelligence reimbursement summaries for CFTs eg PSDs media articles PBAC MSAC outcomes ,121207.5,1
